"","method","repetition","mu","nc","value"
"1","single_louvain",1,10,34,0.980934472844743
"2","single_louvain",2,10,33,0.976955067683977
"3","single_louvain",3,10,33,0.980590431947964
"4","single_louvain",4,10,33,0.977236368091021
"5","single_louvain",5,10,34,0.980759634678421
"6","single_louvain",6,10,34,0.980826000576339
"7","single_louvain",7,10,33,0.976963882360904
"8","single_louvain",8,10,34,0.980718918057095
"9","single_louvain",9,10,33,0.97338738711141
"10","single_louvain",10,10,34,0.982018747191639
"11","single_louvain",11,10,34,0.983210472742852
"12","single_louvain",12,10,33,0.974990935449788
"13","single_louvain",13,10,33,0.972807097019012
"14","single_louvain",14,10,34,0.978794254772545
"15","single_louvain",15,10,34,0.984327726418035
"16","single_louvain",16,10,35,0.987063976811477
"17","single_louvain",17,10,34,0.982017726098561
"18","single_louvain",18,10,35,0.987572159285977
"19","single_louvain",19,10,35,0.987613830200806
"20","single_louvain",20,10,34,0.97993525520571
"21","single_louvain",21,10,36,0.989496054582203
"22","single_louvain",22,10,33,0.976069616840302
"23","single_louvain",23,10,34,0.983210472742852
"24","single_louvain",24,10,34,0.980665026585017
"25","single_louvain",25,10,34,0.982149883309061
"26","single_louvain",26,10,34,0.978389801732537
"27","single_louvain",27,10,34,0.977999733868081
"28","single_louvain",28,10,34,0.983210472742852
"29","single_louvain",29,10,34,0.980240896874298
"30","single_louvain",30,10,34,0.978318214045281
"31","single_louvain",31,10,35,0.988882544269681
"32","single_louvain",32,10,30,0.96209738283545
"33","single_louvain",33,10,35,0.98499754753933
"34","single_louvain",34,10,33,0.978222398953269
"35","single_louvain",35,10,34,0.980930812043004
"36","single_louvain",36,10,34,0.981761181772325
"37","single_louvain",37,10,34,0.976065195379675
"38","single_louvain",38,10,33,0.976667893827994
"39","single_louvain",39,10,33,0.974545548012439
"40","single_louvain",40,10,35,0.987572159285977
"41","single_louvain",41,10,35,0.986793114106169
"42","single_louvain",42,10,33,0.978516552096321
"43","single_louvain",43,10,32,0.970845628688965
"44","single_louvain",44,10,33,0.974872260815895
"45","single_louvain",45,10,34,0.981633691033825
"46","single_louvain",46,10,34,0.983210472742852
"47","single_louvain",47,10,34,0.981893936991044
"48","single_louvain",48,10,34,0.982004500011757
"49","single_louvain",49,10,34,0.98175539155974
"50","single_louvain",50,10,33,0.974293782612198
"51","single_louvain",51,10,33,0.975545437830963
"52","single_louvain",52,10,35,0.988880807281996
"53","single_louvain",53,10,32,0.974057095719052
"54","single_louvain",54,10,33,0.976464358850038
"55","single_louvain",55,10,33,0.977788422198324
"56","single_louvain",56,10,34,0.978453147710668
"57","single_louvain",57,10,34,0.981544049338665
"58","single_louvain",58,10,35,0.985197915706485
"59","single_louvain",59,10,35,0.986384652581262
"60","single_louvain",60,10,32,0.969905211740537
"61","single_louvain",61,10,34,0.978280742851052
"62","single_louvain",62,10,34,0.982918515116149
"63","single_louvain",63,10,34,0.983210472742852
"64","single_louvain",64,10,32,0.971828661580193
"65","single_louvain",65,10,34,0.977005618806716
"66","single_louvain",66,10,31,0.961490428026863
"67","single_louvain",67,10,34,0.983086832187199
"68","single_louvain",68,10,35,0.983942970438285
"69","single_louvain",69,10,33,0.976902501241257
"70","single_louvain",70,10,34,0.979194774313495
"71","single_louvain",71,10,34,0.982149883309061
"72","single_louvain",72,10,33,0.976638529980492
"73","single_louvain",73,10,34,0.982943075801389
"74","single_louvain",74,10,33,0.975759418762126
"75","single_louvain",75,10,33,0.974848274664394
"76","single_louvain",76,10,35,0.98797663471669
"77","single_louvain",77,10,34,0.977450640950189
"78","single_louvain",78,10,33,0.975739720315376
"79","single_louvain",79,10,33,0.973195739846485
"80","single_louvain",80,10,34,0.982605342492949
"81","single_louvain",81,10,33,0.97572697768041
"82","single_louvain",82,10,34,0.983210472742852
"83","single_louvain",83,10,34,0.978405594265843
"84","single_louvain",84,10,33,0.977654522447982
"85","single_louvain",85,10,35,0.983890534394285
"86","single_louvain",86,10,32,0.970913740978329
"87","single_louvain",87,10,33,0.972398651092733
"88","single_louvain",88,10,34,0.972381662921844
"89","single_louvain",89,10,35,0.985830502252998
"90","single_louvain",90,10,34,0.982943075801389
"91","single_louvain",91,10,34,0.974370595898957
"92","single_louvain",92,10,33,0.974579459912219
"93","single_louvain",93,10,33,0.973510726855129
"94","single_louvain",94,10,34,0.985537704299693
"95","single_louvain",95,10,34,0.983210472742852
"96","single_louvain",96,10,34,0.982605342492949
"97","single_louvain",97,10,35,0.986384652581262
"98","single_louvain",98,10,34,0.979571625395266
"99","single_louvain",99,10,34,0.98281095062914
"100","single_louvain",100,10,32,0.972353484324786
"101","cons_louvain",1,10,34,0.983210472742852
"102","single_louvain",1,30,26,0.798660205402415
"103","single_louvain",2,30,26,0.781718273999859
"104","single_louvain",3,30,24,0.75386753323924
"105","single_louvain",4,30,21,0.730180230915798
"106","single_louvain",5,30,25,0.774634090664143
"107","single_louvain",6,30,25,0.770733252505889
"108","single_louvain",7,30,24,0.762856498509267
"109","single_louvain",8,30,23,0.753880996853908
"110","single_louvain",9,30,27,0.785204157522753
"111","single_louvain",10,30,27,0.777516454774663
"112","single_louvain",11,30,25,0.765712429488101
"113","single_louvain",12,30,26,0.782833232031902
"114","single_louvain",13,30,24,0.757294209441729
"115","single_louvain",14,30,24,0.760538448465303
"116","single_louvain",15,30,24,0.764056514341596
"117","single_louvain",16,30,24,0.767900988016406
"118","single_louvain",17,30,23,0.760836302777308
"119","single_louvain",18,30,20,0.733257807934644
"120","single_louvain",19,30,23,0.767434353479372
"121","single_louvain",20,30,25,0.781439415718745
"122","single_louvain",21,30,26,0.78131804448168
"123","single_louvain",22,30,26,0.787494420716523
"124","single_louvain",23,30,25,0.773711669589328
"125","single_louvain",24,30,25,0.771455074374725
"126","single_louvain",25,30,24,0.774812792636884
"127","single_louvain",26,30,24,0.754585563887983
"128","single_louvain",27,30,23,0.741296246482354
"129","single_louvain",28,30,22,0.766948100280762
"130","single_louvain",29,30,24,0.761453652332828
"131","single_louvain",30,30,24,0.766583870656506
"132","single_louvain",31,30,23,0.763442370943975
"133","single_louvain",32,30,24,0.773211756007872
"134","single_louvain",33,30,25,0.766809425794113
"135","single_louvain",34,30,24,0.775098542378514
"136","single_louvain",35,30,23,0.778154147253259
"137","single_louvain",36,30,26,0.792827209786468
"138","single_louvain",37,30,23,0.765586408341257
"139","single_louvain",38,30,25,0.764842588479697
"140","single_louvain",39,30,24,0.773294494393331
"141","single_louvain",40,30,25,0.773166917740084
"142","single_louvain",41,30,25,0.777886676991389
"143","single_louvain",42,30,23,0.758346127726196
"144","single_louvain",43,30,26,0.78605830321512
"145","single_louvain",44,30,27,0.784621623597309
"146","single_louvain",45,30,25,0.776132401215755
"147","single_louvain",46,30,24,0.7692359634865
"148","single_louvain",47,30,25,0.761888750540352
"149","single_louvain",48,30,23,0.75442348470355
"150","single_louvain",49,30,22,0.761830722091566
"151","single_louvain",50,30,25,0.791429819209423
"152","single_louvain",51,30,25,0.770931653904384
"153","single_louvain",52,30,24,0.773868339991466
"154","single_louvain",53,30,21,0.760190471030706
"155","single_louvain",54,30,24,0.753447849064942
"156","single_louvain",55,30,21,0.755086325616203
"157","single_louvain",56,30,20,0.742955996213116
"158","single_louvain",57,30,26,0.779933333036704
"159","single_louvain",58,30,22,0.760766693286858
"160","single_louvain",59,30,24,0.777238036330949
"161","single_louvain",60,30,26,0.785203374478453
"162","single_louvain",61,30,26,0.78021965008955
"163","single_louvain",62,30,22,0.755781341369127
"164","single_louvain",63,30,24,0.774262961470787
"165","single_louvain",64,30,26,0.78618929519645
"166","single_louvain",65,30,24,0.754826815595893
"167","single_louvain",66,30,25,0.788101070643077
"168","single_louvain",67,30,21,0.733464194840249
"169","single_louvain",68,30,23,0.769171693639029
"170","single_louvain",69,30,26,0.778497391084249
"171","single_louvain",70,30,22,0.748837242866848
"172","single_louvain",71,30,24,0.768958452238715
"173","single_louvain",72,30,24,0.767530315038453
"174","single_louvain",73,30,24,0.756549125035136
"175","single_louvain",74,30,26,0.779919440908944
"176","single_louvain",75,30,25,0.770032438168367
"177","single_louvain",76,30,24,0.76853605553119
"178","single_louvain",77,30,23,0.758714545474043
"179","single_louvain",78,30,23,0.757268777088643
"180","single_louvain",79,30,23,0.767545707989908
"181","single_louvain",80,30,23,0.769521601303981
"182","single_louvain",81,30,25,0.775815556017685
"183","single_louvain",82,30,23,0.760576357805876
"184","single_louvain",83,30,23,0.751836387849684
"185","single_louvain",84,30,24,0.778186199875834
"186","single_louvain",85,30,24,0.754366215753991
"187","single_louvain",86,30,23,0.765600028627633
"188","single_louvain",87,30,21,0.751658873263282
"189","single_louvain",88,30,26,0.775354599158054
"190","single_louvain",89,30,22,0.747203108100286
"191","single_louvain",90,30,24,0.781286000246272
"192","single_louvain",91,30,25,0.780444538157682
"193","single_louvain",92,30,25,0.767658130589108
"194","single_louvain",93,30,25,0.756274258998746
"195","single_louvain",94,30,23,0.76281631358484
"196","single_louvain",95,30,23,0.76607801731845
"197","single_louvain",96,30,27,0.802932635538283
"198","single_louvain",97,30,20,0.720373345735512
"199","single_louvain",98,30,27,0.786902498985745
"200","single_louvain",99,30,25,0.786189316858174
"201","single_louvain",100,30,25,0.786112829587208
"202","cons_louvain",1,30,32,0.816104590883549
"203","single_louvain",1,50,15,0.379244814503576
"204","single_louvain",2,50,15,0.390579494754028
"205","single_louvain",3,50,20,0.43384184049105
"206","single_louvain",4,50,18,0.434226578231303
"207","single_louvain",5,50,18,0.416298158670459
"208","single_louvain",6,50,16,0.40215218635932
"209","single_louvain",7,50,19,0.433768367778859
"210","single_louvain",8,50,17,0.408280789579443
"211","single_louvain",9,50,14,0.35371710739482
"212","single_louvain",10,50,17,0.397275986223718
"213","single_louvain",11,50,18,0.393857743272769
"214","single_louvain",12,50,19,0.444659596977283
"215","single_louvain",13,50,17,0.414920463684463
"216","single_louvain",14,50,16,0.409927557016568
"217","single_louvain",15,50,16,0.406473989472927
"218","single_louvain",16,50,17,0.37856286718069
"219","single_louvain",17,50,17,0.404122236641162
"220","single_louvain",18,50,15,0.377451602707152
"221","single_louvain",19,50,20,0.406208593458239
"222","single_louvain",20,50,19,0.398316398445348
"223","single_louvain",21,50,19,0.415837075579548
"224","single_louvain",22,50,15,0.367024740356258
"225","single_louvain",23,50,16,0.36821607466027
"226","single_louvain",24,50,18,0.420603637948128
"227","single_louvain",25,50,17,0.400448189287708
"228","single_louvain",26,50,17,0.393817785750537
"229","single_louvain",27,50,16,0.401682431015218
"230","single_louvain",28,50,19,0.401382200918272
"231","single_louvain",29,50,16,0.373163881986523
"232","single_louvain",30,50,18,0.392337187221962
"233","single_louvain",31,50,18,0.400661111021608
"234","single_louvain",32,50,18,0.406288434036626
"235","single_louvain",33,50,15,0.39742777778703
"236","single_louvain",34,50,15,0.374650479648863
"237","single_louvain",35,50,17,0.398131828745973
"238","single_louvain",36,50,19,0.425532254852009
"239","single_louvain",37,50,17,0.382895209570931
"240","single_louvain",38,50,20,0.414228397721343
"241","single_louvain",39,50,19,0.406778261602673
"242","single_louvain",40,50,17,0.40062317167752
"243","single_louvain",41,50,18,0.422256021559507
"244","single_louvain",42,50,18,0.425266728640015
"245","single_louvain",43,50,18,0.433843893595568
"246","single_louvain",44,50,20,0.413364816448134
"247","single_louvain",45,50,18,0.419901548048152
"248","single_louvain",46,50,20,0.401430103720507
"249","single_louvain",47,50,19,0.403954308275794
"250","single_louvain",48,50,19,0.391231605885757
"251","single_louvain",49,50,18,0.41926451140109
"252","single_louvain",50,50,17,0.37859767894927
"253","single_louvain",51,50,18,0.371413695191399
"254","single_louvain",52,50,16,0.405462669691227
"255","single_louvain",53,50,16,0.381670756708311
"256","single_louvain",54,50,19,0.430804801291231
"257","single_louvain",55,50,18,0.376948856801031
"258","single_louvain",56,50,16,0.375485829068758
"259","single_louvain",57,50,20,0.423731210231635
"260","single_louvain",58,50,16,0.403013164815134
"261","single_louvain",59,50,19,0.422212952771252
"262","single_louvain",60,50,15,0.378305375507719
"263","single_louvain",61,50,14,0.38400203836832
"264","single_louvain",62,50,17,0.406633123737184
"265","single_louvain",63,50,19,0.428855883378969
"266","single_louvain",64,50,18,0.410774312868339
"267","single_louvain",65,50,17,0.393724214089062
"268","single_louvain",66,50,16,0.389686175494012
"269","single_louvain",67,50,19,0.404729072547507
"270","single_louvain",68,50,18,0.397259898292104
"271","single_louvain",69,50,14,0.350501004650534
"272","single_louvain",70,50,14,0.37425164020597
"273","single_louvain",71,50,16,0.384144097583414
"274","single_louvain",72,50,17,0.398267260289957
"275","single_louvain",73,50,19,0.409524102719351
"276","single_louvain",74,50,18,0.400895491557417
"277","single_louvain",75,50,15,0.370121680015428
"278","single_louvain",76,50,17,0.39178307089192
"279","single_louvain",77,50,17,0.376424787532612
"280","single_louvain",78,50,19,0.445140003892863
"281","single_louvain",79,50,16,0.405330799571826
"282","single_louvain",80,50,16,0.395296038668671
"283","single_louvain",81,50,21,0.442556163948004
"284","single_louvain",82,50,19,0.409963581575577
"285","single_louvain",83,50,18,0.41328270472399
"286","single_louvain",84,50,18,0.390765519278563
"287","single_louvain",85,50,18,0.38130851538315
"288","single_louvain",86,50,17,0.408897768654138
"289","single_louvain",87,50,17,0.388542108517642
"290","single_louvain",88,50,19,0.394178737307741
"291","single_louvain",89,50,18,0.422020302020596
"292","single_louvain",90,50,17,0.384041022854678
"293","single_louvain",91,50,18,0.385310562290669
"294","single_louvain",92,50,19,0.441758311695877
"295","single_louvain",93,50,16,0.389886688921638
"296","single_louvain",94,50,20,0.438653160299394
"297","single_louvain",95,50,18,0.431098473283532
"298","single_louvain",96,50,18,0.398025315316868
"299","single_louvain",97,50,17,0.382743544648339
"300","single_louvain",98,50,16,0.367983665501632
"301","single_louvain",99,50,16,0.394540391644859
"302","single_louvain",100,50,18,0.388915950561171
"303","cons_louvain",1,50,44,0.537365796382398
"304","single_louvain",1,70,17,0.143339680702973
"305","single_louvain",2,70,16,0.12194806506666
"306","single_louvain",3,70,17,0.140891970358121
"307","single_louvain",4,70,20,0.163908908928198
"308","single_louvain",5,70,17,0.152765334952162
"309","single_louvain",6,70,18,0.163673940784513
"310","single_louvain",7,70,13,0.119243446687852
"311","single_louvain",8,70,16,0.134708510972668
"312","single_louvain",9,70,18,0.157803820623706
"313","single_louvain",10,70,17,0.130546193422427
"314","single_louvain",11,70,15,0.123973945297835
"315","single_louvain",12,70,18,0.143701588062631
"316","single_louvain",13,70,17,0.142437567770686
"317","single_louvain",14,70,14,0.106477486014184
"318","single_louvain",15,70,16,0.129692681827085
"319","single_louvain",16,70,17,0.139295317220364
"320","single_louvain",17,70,17,0.138685939006976
"321","single_louvain",18,70,15,0.125651600125302
"322","single_louvain",19,70,16,0.152253457632478
"323","single_louvain",20,70,19,0.150009728394662
"324","single_louvain",21,70,17,0.135790112344067
"325","single_louvain",22,70,16,0.143282559975507
"326","single_louvain",23,70,14,0.131335031605833
"327","single_louvain",24,70,15,0.130769569156261
"328","single_louvain",25,70,18,0.137899833123626
"329","single_louvain",26,70,19,0.16298584446526
"330","single_louvain",27,70,16,0.13136736417245
"331","single_louvain",28,70,14,0.116256387852485
"332","single_louvain",29,70,14,0.115832002324329
"333","single_louvain",30,70,19,0.157850891123931
"334","single_louvain",31,70,18,0.149578894275716
"335","single_louvain",32,70,17,0.143337698822837
"336","single_louvain",33,70,18,0.153657820754316
"337","single_louvain",34,70,18,0.144992666082097
"338","single_louvain",35,70,16,0.141161890101514
"339","single_louvain",36,70,13,0.116385693397176
"340","single_louvain",37,70,16,0.137082784079241
"341","single_louvain",38,70,18,0.151082572174296
"342","single_louvain",39,70,18,0.153311498698482
"343","single_louvain",40,70,18,0.153136832553233
"344","single_louvain",41,70,16,0.131626022948351
"345","single_louvain",42,70,17,0.143451710352467
"346","single_louvain",43,70,13,0.111261756858919
"347","single_louvain",44,70,18,0.144001527590271
"348","single_louvain",45,70,20,0.157275731828761
"349","single_louvain",46,70,19,0.158110884593831
"350","single_louvain",47,70,17,0.126940869315506
"351","single_louvain",48,70,17,0.148920638208754
"352","single_louvain",49,70,17,0.149103287934124
"353","single_louvain",50,70,17,0.136750920157861
"354","single_louvain",51,70,16,0.142428445499021
"355","single_louvain",52,70,16,0.138092323719866
"356","single_louvain",53,70,17,0.133809119552712
"357","single_louvain",54,70,18,0.146964902875462
"358","single_louvain",55,70,18,0.169810298700031
"359","single_louvain",56,70,17,0.124489877228552
"360","single_louvain",57,70,18,0.152919662591721
"361","single_louvain",58,70,16,0.131492610577063
"362","single_louvain",59,70,18,0.160964085400881
"363","single_louvain",60,70,16,0.124688393468772
"364","single_louvain",61,70,17,0.151323659312787
"365","single_louvain",62,70,16,0.144541363818684
"366","single_louvain",63,70,18,0.143350378310021
"367","single_louvain",64,70,18,0.13787060171899
"368","single_louvain",65,70,18,0.153725715053934
"369","single_louvain",66,70,15,0.129675704210676
"370","single_louvain",67,70,14,0.126878130215275
"371","single_louvain",68,70,14,0.117444125057204
"372","single_louvain",69,70,13,0.112628106533861
"373","single_louvain",70,70,17,0.134022599027261
"374","single_louvain",71,70,17,0.14420822890438
"375","single_louvain",72,70,18,0.143252040905759
"376","single_louvain",73,70,17,0.149523849895252
"377","single_louvain",74,70,17,0.14827397939279
"378","single_louvain",75,70,14,0.112734278326736
"379","single_louvain",76,70,16,0.13128922176596
"380","single_louvain",77,70,17,0.149895223610055
"381","single_louvain",78,70,17,0.141995587220159
"382","single_louvain",79,70,13,0.101961978700186
"383","single_louvain",80,70,17,0.150390846207375
"384","single_louvain",81,70,15,0.129206303236547
"385","single_louvain",82,70,14,0.125811409035262
"386","single_louvain",83,70,17,0.134422091298745
"387","single_louvain",84,70,17,0.148527101323165
"388","single_louvain",85,70,13,0.0930466706668763
"389","single_louvain",86,70,15,0.119200976108626
"390","single_louvain",87,70,15,0.131575402473837
"391","single_louvain",88,70,19,0.164149254035507
"392","single_louvain",89,70,16,0.148338136317584
"393","single_louvain",90,70,17,0.143023952481378
"394","single_louvain",91,70,17,0.140293903141625
"395","single_louvain",92,70,18,0.143481699511369
"396","single_louvain",93,70,14,0.122559907578248
"397","single_louvain",94,70,17,0.148750394851899
"398","single_louvain",95,70,14,0.107748293709058
"399","single_louvain",96,70,16,0.146484253038549
"400","single_louvain",97,70,16,0.133882244986132
"401","single_louvain",98,70,16,0.1381231956213
"402","single_louvain",99,70,18,0.142730833340564
"403","single_louvain",100,70,17,0.143398213739677
"404","cons_louvain",1,70,52,0.248612321149631
"405","single_louvain",1,90,15,0.0922677298291117
"406","single_louvain",2,90,15,0.0924665939330476
"407","single_louvain",3,90,16,0.0896102553790509
"408","single_louvain",4,90,13,0.0836771731067127
"409","single_louvain",5,90,16,0.0949156893112143
"410","single_louvain",6,90,14,0.0881448728490349
"411","single_louvain",7,90,13,0.0772722929280089
"412","single_louvain",8,90,15,0.0890719514559009
"413","single_louvain",9,90,14,0.0847908676501034
"414","single_louvain",10,90,15,0.0895581870706273
"415","single_louvain",11,90,12,0.0691797223600311
"416","single_louvain",12,90,17,0.102466869048066
"417","single_louvain",13,90,17,0.108255619506786
"418","single_louvain",14,90,14,0.0841942801313883
"419","single_louvain",15,90,15,0.0877328582507754
"420","single_louvain",16,90,14,0.0905263234369296
"421","single_louvain",17,90,11,0.0746756138309039
"422","single_louvain",18,90,15,0.0921310508927039
"423","single_louvain",19,90,15,0.0959306038100226
"424","single_louvain",20,90,15,0.0920228724772166
"425","single_louvain",21,90,15,0.0871543548604791
"426","single_louvain",22,90,15,0.0969873182183202
"427","single_louvain",23,90,16,0.100867847191419
"428","single_louvain",24,90,18,0.106523141187197
"429","single_louvain",25,90,14,0.0857925878439951
"430","single_louvain",26,90,13,0.0776428913954
"431","single_louvain",27,90,12,0.0744131051699612
"432","single_louvain",28,90,12,0.0746609302684273
"433","single_louvain",29,90,17,0.102540240739877
"434","single_louvain",30,90,13,0.0799167919959049
"435","single_louvain",31,90,14,0.0910940841154236
"436","single_louvain",32,90,15,0.0945705759068723
"437","single_louvain",33,90,14,0.0814579001154058
"438","single_louvain",34,90,16,0.104214130770968
"439","single_louvain",35,90,15,0.0967535650514941
"440","single_louvain",36,90,12,0.0752060335662653
"441","single_louvain",37,90,16,0.0967862767279438
"442","single_louvain",38,90,15,0.0942517281083345
"443","single_louvain",39,90,16,0.102594885125851
"444","single_louvain",40,90,14,0.0851898858031445
"445","single_louvain",41,90,11,0.0716356028054018
"446","single_louvain",42,90,15,0.0940138222296106
"447","single_louvain",43,90,15,0.0972863757080095
"448","single_louvain",44,90,17,0.0979830480513313
"449","single_louvain",45,90,16,0.0932547293763232
"450","single_louvain",46,90,14,0.0924126304620971
"451","single_louvain",47,90,15,0.0952724577101706
"452","single_louvain",48,90,12,0.0766294563442574
"453","single_louvain",49,90,13,0.0753842356289281
"454","single_louvain",50,90,12,0.0774814040186137
"455","single_louvain",51,90,16,0.0926811277964732
"456","single_louvain",52,90,17,0.0989030910687126
"457","single_louvain",53,90,15,0.0961490329464874
"458","single_louvain",54,90,15,0.0905736800218546
"459","single_louvain",55,90,13,0.0914827316619552
"460","single_louvain",56,90,14,0.0770601087312255
"461","single_louvain",57,90,16,0.104271410708851
"462","single_louvain",58,90,15,0.089429793717626
"463","single_louvain",59,90,11,0.0722235823890441
"464","single_louvain",60,90,15,0.0953234715956504
"465","single_louvain",61,90,17,0.095920761294879
"466","single_louvain",62,90,14,0.0906859594690646
"467","single_louvain",63,90,18,0.100398717401914
"468","single_louvain",64,90,15,0.0892448059863181
"469","single_louvain",65,90,14,0.0908350562519425
"470","single_louvain",66,90,15,0.08863014565695
"471","single_louvain",67,90,15,0.0888738569822488
"472","single_louvain",68,90,12,0.0753638570080032
"473","single_louvain",69,90,13,0.0883365805124885
"474","single_louvain",70,90,14,0.0806495711363887
"475","single_louvain",71,90,16,0.0964398794972182
"476","single_louvain",72,90,14,0.0807531607814262
"477","single_louvain",73,90,13,0.0788566990256126
"478","single_louvain",74,90,17,0.0997830237553357
"479","single_louvain",75,90,16,0.105386190220381
"480","single_louvain",76,90,14,0.0806556242709689
"481","single_louvain",77,90,15,0.0882770106304863
"482","single_louvain",78,90,16,0.0936489146491889
"483","single_louvain",79,90,14,0.0986391706182996
"484","single_louvain",80,90,16,0.0935019943962483
"485","single_louvain",81,90,15,0.107576627184263
"486","single_louvain",82,90,14,0.0855972745107829
"487","single_louvain",83,90,15,0.0913253775087073
"488","single_louvain",84,90,16,0.09813425274375
"489","single_louvain",85,90,15,0.0881538834149322
"490","single_louvain",86,90,14,0.0931008433475082
"491","single_louvain",87,90,14,0.0956959479519152
"492","single_louvain",88,90,16,0.0959026022834798
"493","single_louvain",89,90,16,0.0914826297300652
"494","single_louvain",90,90,13,0.0778511890977406
"495","single_louvain",91,90,17,0.0969528761290252
"496","single_louvain",92,90,14,0.0833335020775376
"497","single_louvain",93,90,16,0.0965096181691484
"498","single_louvain",94,90,15,0.090703371141957
"499","single_louvain",95,90,17,0.104935236843307
"500","single_louvain",96,90,14,0.0825921109653602
"501","single_louvain",97,90,14,0.0863166891152991
"502","single_louvain",98,90,15,0.0906246548828422
"503","single_louvain",99,90,15,0.0955785139801716
"504","single_louvain",100,90,15,0.0952198252796282
"505","cons_louvain",1,90,63,0.244924963540172
"506","single_louvain",1,10,33,0.974786532744983
"507","single_louvain",2,10,32,0.971607047474869
"508","single_louvain",3,10,33,0.97644251520473
"509","single_louvain",4,10,34,0.982697901079836
"510","single_louvain",5,10,34,0.981936568312641
"511","single_louvain",6,10,34,0.978280742851052
"512","single_louvain",7,10,31,0.967478076669857
"513","single_louvain",8,10,34,0.981936568312641
"514","single_louvain",9,10,35,0.98639871565548
"515","single_louvain",10,10,34,0.982697901079836
"516","single_louvain",11,10,34,0.981836573944037
"517","single_louvain",12,10,34,0.982605342492949
"518","single_louvain",13,10,33,0.975931422814919
"519","single_louvain",14,10,32,0.97208197329615
"520","single_louvain",15,10,32,0.972061773221358
"521","single_louvain",16,10,34,0.980572591641225
"522","single_louvain",17,10,34,0.980818921469296
"523","single_louvain",18,10,34,0.982017726098561
"524","single_louvain",19,10,34,0.98049703550859
"525","single_louvain",20,10,33,0.978920198968503
"526","single_louvain",21,10,35,0.986384652581262
"527","single_louvain",22,10,35,0.982812689138267
"528","single_louvain",23,10,34,0.980665026585017
"529","single_louvain",24,10,35,0.986559890339021
"530","single_louvain",25,10,34,0.983173029806177
"531","single_louvain",26,10,33,0.976931289896189
"532","single_louvain",27,10,35,0.986384652581262
"533","single_louvain",28,10,32,0.972103675125002
"534","single_louvain",29,10,33,0.974525217138912
"535","single_louvain",30,10,34,0.982018747191639
"536","single_louvain",31,10,35,0.986405651908203
"537","single_louvain",32,10,34,0.980665026585017
"538","single_louvain",33,10,35,0.986410875482937
"539","single_louvain",34,10,34,0.983210472742852
"540","single_louvain",35,10,35,0.983731750916674
"541","single_louvain",36,10,33,0.97807037768596
"542","single_louvain",37,10,33,0.979496370956109
"543","single_louvain",38,10,33,0.978516552096321
"544","single_louvain",39,10,35,0.985116444270663
"545","single_louvain",40,10,34,0.981335485937382
"546","single_louvain",41,10,32,0.97082770127063
"547","single_louvain",42,10,33,0.971094488968581
"548","single_louvain",43,10,34,0.980417127559244
"549","single_louvain",44,10,33,0.977551097602276
"550","single_louvain",45,10,33,0.973590177098375
"551","single_louvain",46,10,33,0.979780225449734
"552","single_louvain",47,10,36,0.99204352358546
"553","single_louvain",48,10,35,0.987572159285977
"554","single_louvain",49,10,35,0.987572159285977
"555","single_louvain",50,10,33,0.977721434167866
"556","single_louvain",51,10,33,0.977723567478234
"557","single_louvain",52,10,35,0.983850618230872
"558","single_louvain",53,10,34,0.980396912523859
"559","single_louvain",54,10,33,0.975277314693981
"560","single_louvain",55,10,34,0.976505587320487
"561","single_louvain",56,10,33,0.977054377687514
"562","single_louvain",57,10,33,0.979417271710857
"563","single_louvain",58,10,32,0.970453385572648
"564","single_louvain",59,10,35,0.98499754753933
"565","single_louvain",60,10,34,0.977800038354997
"566","single_louvain",61,10,34,0.979340013094678
"567","single_louvain",62,10,33,0.976321083476322
"568","single_louvain",63,10,35,0.985292152656226
"569","single_louvain",64,10,32,0.971377397196745
"570","single_louvain",65,10,35,0.985113844980787
"571","single_louvain",66,10,33,0.976437145627046
"572","single_louvain",67,10,34,0.981423311104242
"573","single_louvain",68,10,33,0.973449614100761
"574","single_louvain",69,10,35,0.985723028752608
"575","single_louvain",70,10,34,0.980814650589804
"576","single_louvain",71,10,34,0.982017726098561
"577","single_louvain",72,10,34,0.983210472742852
"578","single_louvain",73,10,34,0.980665026585017
"579","single_louvain",74,10,32,0.971827099518346
"580","single_louvain",75,10,34,0.982017726098561
"581","single_louvain",76,10,32,0.967386880249771
"582","single_louvain",77,10,33,0.978253081216922
"583","single_louvain",78,10,29,0.952435347681735
"584","single_louvain",79,10,33,0.975746052034698
"585","single_louvain",80,10,34,0.984757602881857
"586","single_louvain",81,10,34,0.981936568312641
"587","single_louvain",82,10,34,0.981463197239247
"588","single_louvain",83,10,33,0.976455016503175
"589","single_louvain",84,10,33,0.976220766353061
"590","single_louvain",85,10,34,0.981411868787595
"591","single_louvain",86,10,35,0.987572159285977
"592","single_louvain",87,10,33,0.971467749814673
"593","single_louvain",88,10,35,0.984044797152449
"594","single_louvain",89,10,35,0.986288862643403
"595","single_louvain",90,10,34,0.983210472742852
"596","single_louvain",91,10,33,0.975302672662336
"597","single_louvain",92,10,33,0.976312312431435
"598","single_louvain",93,10,35,0.986729967170953
"599","single_louvain",94,10,34,0.981725417688741
"600","single_louvain",95,10,34,0.981634817355224
"601","single_louvain",96,10,31,0.962845527434278
"602","single_louvain",97,10,33,0.978830861007421
"603","single_louvain",98,10,34,0.983210472742852
"604","single_louvain",99,10,34,0.977803360518533
