"","method","mu","nc","value"
"668","single_louvain",35,22,0.683877611906055
"669","single_louvain",35,24,0.681875169490682
"670","single_louvain",35,21,0.670566378929816
"671","single_louvain",35,24,0.68130051628349
"672","single_louvain",35,21,0.665269500505944
"673","single_louvain",35,20,0.674682568932361
"674","single_louvain",35,21,0.662603219253803
"675","single_louvain",35,23,0.656619615636703
"676","single_louvain",35,22,0.6664015436559
"677","single_louvain",35,23,0.676404975754925
"678","single_louvain",35,24,0.672297017144149
"679","single_louvain",35,25,0.685324396748803
"680","single_louvain",35,22,0.669963258798803
"681","single_louvain",35,21,0.654111538322225
"682","single_louvain",35,22,0.655820701534983
"683","single_louvain",35,25,0.672967766243999
"684","single_louvain",35,23,0.689768362212853
"685","single_louvain",35,22,0.660766222504458
"686","single_louvain",35,21,0.664470776331269
"687","single_louvain",35,22,0.667433505398574
"688","single_louvain",35,22,0.665643517854548
"689","single_louvain",35,22,0.66950545513867
"690","single_louvain",35,25,0.7023609404586
"691","single_louvain",35,22,0.695033116582334
"692","single_louvain",35,20,0.644694325368038
"693","single_louvain",35,24,0.695867598806515
"694","single_louvain",35,19,0.606666066508332
"695","single_louvain",35,22,0.66090556797693
"696","single_louvain",35,19,0.646874950822199
"697","single_louvain",35,20,0.659683326816649
"698","single_louvain",35,23,0.676522106773189
"699","single_louvain",35,21,0.66991476163841
"700","single_louvain",35,20,0.641455850945625
"701","single_louvain",35,19,0.657059977180452
"702","single_louvain",35,22,0.682608280611025
"703","single_louvain",35,23,0.6809094647887
"704","single_louvain",35,22,0.667596643490292
"705","single_louvain",35,22,0.667430012613819
"706","single_louvain",35,23,0.676629123448499
"707","cons_louvain",35,39,0.774788534543958
"708","single_louvain",40,22,0.598273208652222
"709","single_louvain",40,20,0.546627473378473
"710","single_louvain",40,18,0.555759740711205
"711","single_louvain",40,17,0.534690151060364
"712","single_louvain",40,18,0.542394842224431
"713","single_louvain",40,19,0.543949683179871
"714","single_louvain",40,21,0.568728773500264
"715","single_louvain",40,18,0.5444427372299
"716","single_louvain",40,20,0.560658791324449
"717","single_louvain",40,17,0.519541502503155
"718","single_louvain",40,18,0.530855203426337
"719","single_louvain",40,19,0.550273574388189
"720","single_louvain",40,17,0.513688177858841
"721","single_louvain",40,20,0.584038956227136
"722","single_louvain",40,19,0.542373394964642
"723","single_louvain",40,18,0.518188604231753
"724","single_louvain",40,19,0.53829968010667
"725","single_louvain",40,20,0.566733729758728
"726","single_louvain",40,17,0.529214768657285
"727","single_louvain",40,18,0.52427164663601
"728","single_louvain",40,15,0.523855448696459
"729","single_louvain",40,19,0.557898088988115
"730","single_louvain",40,19,0.532280212058322
"731","single_louvain",40,20,0.557981346756554
"732","single_louvain",40,18,0.529773331061539
"733","single_louvain",40,19,0.540588846251772
"734","single_louvain",40,17,0.541656461062955
"735","single_louvain",40,16,0.522900056262488
"736","single_louvain",40,20,0.564571196745456
"737","single_louvain",40,21,0.589727911897956
"738","single_louvain",40,17,0.560815340573788
"739","single_louvain",40,18,0.554335666872419
"740","single_louvain",40,18,0.523349473059321
"741","single_louvain",40,20,0.563381554407369
"742","single_louvain",40,18,0.536209428065503
"743","single_louvain",40,20,0.558429279519741
"744","single_louvain",40,21,0.543757988303602
"745","single_louvain",40,19,0.551481961875991
"746","single_louvain",40,19,0.533042530289366
"747","single_louvain",40,18,0.524399425973626
"748","single_louvain",40,18,0.55122962957791
"749","single_louvain",40,19,0.552730203330235
"750","single_louvain",40,19,0.569343333363896
"751","single_louvain",40,19,0.540629180985221
"752","single_louvain",40,19,0.537681337713604
"753","single_louvain",40,21,0.56061851208077
"754","single_louvain",40,18,0.524171478657587
"755","single_louvain",40,21,0.562676847071166
"756","single_louvain",40,20,0.555846635587952
"757","single_louvain",40,19,0.538520498763431
"758","single_louvain",40,21,0.576706326120831
"759","single_louvain",40,21,0.565038708921985
"760","single_louvain",40,17,0.535792912761162
"761","single_louvain",40,19,0.543832672904838
"762","single_louvain",40,17,0.530612392376023
"763","single_louvain",40,20,0.532332489957546
"764","single_louvain",40,16,0.533161879922438
"765","single_louvain",40,20,0.5596557735856
"766","single_louvain",40,23,0.555841624266825
"767","single_louvain",40,18,0.534600651001861
"768","single_louvain",40,16,0.521596585038517
"769","single_louvain",40,17,0.541373594514293
"770","single_louvain",40,20,0.553354557702228
"771","single_louvain",40,20,0.532384810955594
"772","single_louvain",40,17,0.512438670232705
"773","single_louvain",40,19,0.543611311002408
"774","single_louvain",40,20,0.571308917913746
"775","single_louvain",40,18,0.518910692929051
"776","single_louvain",40,18,0.564091133511676
"777","single_louvain",40,20,0.566377442958461
"778","single_louvain",40,17,0.533372497029032
"779","single_louvain",40,19,0.546639819642464
"780","single_louvain",40,18,0.541324868542523
"781","single_louvain",40,18,0.555900276785842
"782","single_louvain",40,18,0.548554282817038
"783","single_louvain",40,16,0.539149006398802
"784","single_louvain",40,22,0.55846096344013
"785","single_louvain",40,18,0.523934591607859
"786","single_louvain",40,16,0.504996468752664
"787","single_louvain",40,18,0.529092091749435
"788","single_louvain",40,17,0.571590227626107
"789","single_louvain",40,17,0.5352526562283
"790","single_louvain",40,21,0.57632356560309
"791","single_louvain",40,18,0.522819547769362
"792","single_louvain",40,21,0.592620959374803
"793","single_louvain",40,18,0.503426502952137
"794","single_louvain",40,19,0.543275071600878
"795","single_louvain",40,16,0.509847820570527
"796","single_louvain",40,18,0.536729971714193
"797","single_louvain",40,18,0.539197456055921
"798","single_louvain",40,21,0.542229385523275
"799","single_louvain",40,19,0.548721036860192
"800","single_louvain",40,18,0.511966168171593
"801","single_louvain",40,20,0.545993916648396
"802","single_louvain",40,19,0.56952554384796
"803","single_louvain",40,16,0.531974081839847
"804","single_louvain",40,18,0.506236258335515
"805","single_louvain",40,21,0.529612654409086
"806","single_louvain",40,17,0.522959287463823
"807","single_louvain",40,20,0.568399379856144
"808","cons_louvain",40,43,0.673686391574733
"809","single_louvain",45,16,0.431538888836267
"810","single_louvain",45,16,0.429380266847854
"811","single_louvain",45,19,0.483880823808097
"812","single_louvain",45,17,0.479479848916067
"813","single_louvain",45,15,0.42747899680765
"814","single_louvain",45,17,0.460435662462082
"815","single_louvain",45,20,0.47492815961282
"816","single_louvain",45,19,0.462335988846433
"817","single_louvain",45,18,0.466194708870938
"818","single_louvain",45,19,0.491608227618455
"819","single_louvain",45,17,0.466512197040956
"820","single_louvain",45,17,0.480011741362112
"821","single_louvain",45,17,0.449359417756503
"822","single_louvain",45,16,0.44247919172681
"823","single_louvain",45,19,0.465192530736214
"824","single_louvain",45,15,0.405093652135522
"825","single_louvain",45,19,0.482339184970426
"826","single_louvain",45,18,0.480006915543
"827","single_louvain",45,21,0.497142892434848
"828","single_louvain",45,19,0.467798229138355
"829","single_louvain",45,19,0.488033892784016
"830","single_louvain",45,18,0.451727259511184
"831","single_louvain",45,18,0.456644823409767
"832","single_louvain",45,18,0.433699658896129
"833","single_louvain",45,18,0.468267044435819
"834","single_louvain",45,16,0.450660317854747
"835","single_louvain",45,14,0.424113421955932
"836","single_louvain",45,18,0.449149465843474
"837","single_louvain",45,18,0.468988278771655
"838","single_louvain",45,16,0.437160087920883
"839","single_louvain",45,17,0.452114457179756
"840","single_louvain",45,20,0.501955897313836
"841","single_louvain",45,19,0.480336439303622
"842","single_louvain",45,15,0.417584144386677
"843","single_louvain",45,18,0.445397349644551
"844","single_louvain",45,16,0.464850503316821
"845","single_louvain",45,15,0.413814783477556
"846","single_louvain",45,15,0.422457597999002
"847","single_louvain",45,15,0.425892028507727
"848","single_louvain",45,16,0.464439148032766
"849","single_louvain",45,18,0.463419963648496
"850","single_louvain",45,15,0.434314410919224
"851","single_louvain",45,21,0.492929460002231
"852","single_louvain",45,19,0.486624495057188
"853","single_louvain",45,17,0.453424753053446
"854","single_louvain",45,16,0.43694927592392
"855","single_louvain",45,18,0.435081179632636
"856","single_louvain",45,19,0.47762313220079
"857","single_louvain",45,17,0.447676381453655
"858","single_louvain",45,18,0.450636033946169
"859","single_louvain",45,17,0.458668795893731
"860","single_louvain",45,20,0.461421715410166
"861","single_louvain",45,18,0.460561670460539
"862","single_louvain",45,18,0.485352591936419
"863","single_louvain",45,16,0.437919090500691
"864","single_louvain",45,20,0.492459342850711
"865","single_louvain",45,16,0.489461288907215
"866","single_louvain",45,18,0.470153019830281
"867","single_louvain",45,17,0.447706276983219
"868","single_louvain",45,16,0.426902878062644
"869","single_louvain",45,20,0.488330336779617
"870","single_louvain",45,17,0.413617510427191
"871","single_louvain",45,19,0.480571261072248
"872","single_louvain",45,17,0.476715930176724
"873","single_louvain",45,18,0.465243207390908
"874","single_louvain",45,18,0.450808597148852
"875","single_louvain",45,17,0.436181000213212
"876","single_louvain",45,18,0.465615406194788
"877","single_louvain",45,16,0.43635618281864
"878","single_louvain",45,19,0.467754760435674
"879","single_louvain",45,20,0.483313402078721
"880","single_louvain",45,17,0.452414441262379
"881","single_louvain",45,17,0.452333922719473
"882","single_louvain",45,18,0.458716199102142
"883","single_louvain",45,18,0.450100847415803
"884","single_louvain",45,15,0.402938170993305
"885","single_louvain",45,16,0.463518243045091
"886","single_louvain",45,18,0.472437028518107
"887","single_louvain",45,19,0.48569437465981
"888","single_louvain",45,16,0.440085129061136
"889","single_louvain",45,17,0.459067869890807
"890","single_louvain",45,18,0.466939620987806
"891","single_louvain",45,17,0.476778216663378
"892","single_louvain",45,16,0.434737327105596
"893","single_louvain",45,15,0.445148578826831
"894","single_louvain",45,17,0.44507737360652
"895","single_louvain",45,19,0.474504177666207
"896","single_louvain",45,18,0.488318257359424
"897","single_louvain",45,19,0.458091191778036
"898","single_louvain",45,18,0.459247621189456
"899","single_louvain",45,15,0.443169350922121
"900","single_louvain",45,19,0.476439521151086
"901","single_louvain",45,17,0.450193585645637
"902","single_louvain",45,18,0.468220893996524
"903","single_louvain",45,18,0.445914751757433
"904","single_louvain",45,19,0.460888262308115
"905","single_louvain",45,17,0.473958746767071
"906","single_louvain",45,19,0.469428855639344
"907","single_louvain",45,19,0.465063585351922
"908","single_louvain",45,18,0.451948408816928
"909","cons_louvain",45,43,0.594429978108654
"910","single_louvain",50,18,0.398960583112168
"911","single_louvain",50,21,0.42598531543079
"912","single_louvain",50,18,0.375862627031552
"913","single_louvain",50,17,0.365137573502324
"914","single_louvain",50,17,0.37716083542445
"915","single_louvain",50,18,0.386504008715986
"916","single_louvain",50,18,0.378131762329013
"917","single_louvain",50,17,0.381930409340093
"918","single_louvain",50,18,0.369636433569019
"919","single_louvain",50,18,0.377290178896322
"920","single_louvain",50,17,0.359226562938311
"921","single_louvain",50,18,0.37834259028027
"922","single_louvain",50,18,0.366560388975675
"923","single_louvain",50,21,0.432634126233602
"924","single_louvain",50,17,0.363751181949256
"925","single_louvain",50,18,0.365232230088893
"926","single_louvain",50,16,0.382950426545398
"927","single_louvain",50,15,0.360209193854465
"928","single_louvain",50,18,0.408693252066534
"929","single_louvain",50,16,0.352330049200804
"930","single_louvain",50,16,0.386706254377412
"931","single_louvain",50,14,0.345335162964084
"932","single_louvain",50,19,0.396679485300598
"933","single_louvain",50,17,0.359180391945761
"934","single_louvain",50,15,0.339055744019131
"935","single_louvain",50,18,0.385092343877276
"936","single_louvain",50,19,0.393530149209185
"937","single_louvain",50,14,0.382095303170142
"938","single_louvain",50,16,0.372846230648356
"939","single_louvain",50,18,0.356404774827793
"940","single_louvain",50,18,0.431100144937684
"941","single_louvain",50,15,0.36811024774255
"942","single_louvain",50,17,0.365884503852366
"943","single_louvain",50,16,0.347787593099685
"944","single_louvain",50,21,0.424067580565613
"945","single_louvain",50,17,0.385789465350345
"946","single_louvain",50,18,0.389347135542408
"947","single_louvain",50,19,0.39513205770179
"948","single_louvain",50,17,0.379918723697544
"949","single_louvain",50,16,0.387524875466339
"950","single_louvain",50,15,0.390681921346143
"951","single_louvain",50,16,0.371627881692112
"952","single_louvain",50,16,0.376699402918314
"953","single_louvain",50,18,0.379969688653221
"954","single_louvain",50,16,0.393784527520795
"955","single_louvain",50,17,0.37878295900058
"956","single_louvain",50,18,0.384910091265937
"957","single_louvain",50,16,0.371598510247153
"958","single_louvain",50,17,0.371883467969797
"959","single_louvain",50,17,0.336723169256308
"960","single_louvain",50,16,0.346403270914516
"961","single_louvain",50,16,0.372547923657224
"962","single_louvain",50,15,0.358607566119648
"963","single_louvain",50,16,0.367316935609256
"964","single_louvain",50,19,0.402806417795797
"965","single_louvain",50,16,0.370154162968996
"966","single_louvain",50,17,0.387539989598874
"967","single_louvain",50,14,0.347978990388548
"968","single_louvain",50,18,0.372228495707981
"969","single_louvain",50,20,0.373716769430627
"970","single_louvain",50,14,0.321965934767493
"971","single_louvain",50,20,0.387748222426146
"972","single_louvain",50,18,0.36095602889486
"973","single_louvain",50,18,0.373699260746969
"974","single_louvain",50,19,0.396977866836844
"975","single_louvain",50,18,0.365604137273601
"976","single_louvain",50,19,0.374700285525487
"977","single_louvain",50,18,0.366801172558086
"978","single_louvain",50,16,0.389091695996547
"979","single_louvain",50,18,0.387165589225462
"980","single_louvain",50,19,0.407885403457008
"981","single_louvain",50,17,0.369401692306704
"982","single_louvain",50,17,0.368985751326476
"983","single_louvain",50,19,0.408402523588333
"984","single_louvain",50,18,0.382672562608687
"985","single_louvain",50,14,0.367424064227989
"986","single_louvain",50,17,0.38772365265533
"987","single_louvain",50,15,0.36139219347504
"988","single_louvain",50,18,0.398545882147932
"989","single_louvain",50,20,0.408108819491409
"990","single_louvain",50,17,0.359953179831301
"991","single_louvain",50,15,0.362194716618868
"992","single_louvain",50,17,0.378401663758013
"993","single_louvain",50,17,0.38525080349492
"994","single_louvain",50,18,0.392609597265176
"995","single_louvain",50,19,0.412017143399966
"996","single_louvain",50,18,0.386795981991869
"997","single_louvain",50,16,0.381330477709024
"998","single_louvain",50,18,0.390302980322439
"999","single_louvain",50,17,0.375399570753102
"1000","single_louvain",50,14,0.343867662125783
"1001","single_louvain",50,18,0.401172162511996
"1002","single_louvain",50,18,0.384400706340881
"1003","single_louvain",50,16,0.34578943195215
"1004","single_louvain",50,18,0.369980157068297
"1005","single_louvain",50,15,0.355785490960296
"1006","single_louvain",50,18,0.381543272872802
"1007","single_louvain",50,15,0.35952108115077
"1008","single_louvain",50,19,0.38292621996424
"1009","single_louvain",50,17,0.363249503393398
"1010","cons_louvain",50,40,0.510164114848463
"1011","single_louvain",55,15,0.2735190911402
"1012","single_louvain",55,15,0.267964459117794
"1013","single_louvain",55,13,0.274991786130797
"1014","single_louvain",55,15,0.283105390852591
"1015","single_louvain",55,16,0.298365001026855
"1016","single_louvain",55,16,0.266889571801961
"1017","single_louvain",55,15,0.29035082720713
"1018","single_louvain",55,13,0.25382044369508
"1019","single_louvain",55,16,0.303735790040515
"1020","single_louvain",55,14,0.256788104508297
"1021","single_louvain",55,16,0.289068505057877
"1022","single_louvain",55,16,0.275949721597337
"1023","single_louvain",55,17,0.310191669786653
"1024","single_louvain",55,14,0.262233349960464
"1025","single_louvain",55,13,0.255677194564065
"1026","single_louvain",55,18,0.319908323693033
"1027","single_louvain",55,12,0.268237061924297
"1028","single_louvain",55,13,0.276395091801427
"1029","single_louvain",55,16,0.298270298734298
"1030","single_louvain",55,16,0.273758747013922
"1031","single_louvain",55,14,0.244921690255363
"1032","single_louvain",55,16,0.269566983639944
"1033","single_louvain",55,13,0.259230310682886
"1034","single_louvain",55,13,0.247571515028655
"1035","single_louvain",55,15,0.25486784961596
"1036","single_louvain",55,11,0.20285088392045
"1037","single_louvain",55,15,0.275907886907352
"1038","single_louvain",55,14,0.280475864023935
"1039","single_louvain",55,16,0.297019849314553
"1040","single_louvain",55,15,0.275585946292496
"1041","single_louvain",55,13,0.253726453662818
"1042","single_louvain",55,13,0.272479273786904
"1043","single_louvain",55,17,0.291543946235955
"1044","single_louvain",55,13,0.240563707805118
"1045","single_louvain",55,14,0.264913040518169
"1046","single_louvain",55,15,0.252473257855785
"1047","single_louvain",55,15,0.270456198470674
"1048","single_louvain",55,12,0.242801857008964
"1049","single_louvain",55,16,0.288448439456481
"1050","single_louvain",55,16,0.27960743500498
"1051","single_louvain",55,12,0.238368481717421
"1052","single_louvain",55,15,0.270398862878371
"1053","single_louvain",55,17,0.296646466433147
"1054","single_louvain",55,15,0.294525932470852
"1055","single_louvain",55,14,0.259298611910516
"1056","single_louvain",55,11,0.243231685011678
"1057","single_louvain",55,13,0.256551121021007
"1058","single_louvain",55,15,0.275491106192539
"1059","single_louvain",55,15,0.277390000261794
"1060","single_louvain",55,14,0.282780383725434
"1061","single_louvain",55,13,0.261168094887231
"1062","single_louvain",55,15,0.266665317047067
"1063","single_louvain",55,15,0.296336847542526
"1064","single_louvain",55,16,0.297182936976578
"1065","single_louvain",55,15,0.274719902849569
"1066","single_louvain",55,15,0.300602105710987
"1067","single_louvain",55,14,0.26125537213499
"1068","single_louvain",55,11,0.236961813435337
"1069","single_louvain",55,15,0.307198370035032
"1070","single_louvain",55,15,0.251967231968748
"1071","single_louvain",55,13,0.250856358628792
"1072","single_louvain",55,13,0.246986162497309
"1073","single_louvain",55,15,0.280004369761207
"1074","single_louvain",55,16,0.287096337564785
"1075","single_louvain",55,16,0.297799371085471
"1076","single_louvain",55,16,0.295406082869971
"1077","single_louvain",55,13,0.250779135381915
"1078","single_louvain",55,13,0.274992396341331
"1079","single_louvain",55,14,0.265458983066906
"1080","single_louvain",55,16,0.303124206696787
"1081","single_louvain",55,14,0.254721295470127
"1082","single_louvain",55,16,0.265756918423375
"1083","single_louvain",55,15,0.273639353730464
"1084","single_louvain",55,13,0.250755026306824
"1085","single_louvain",55,13,0.245532222491516
"1086","single_louvain",55,12,0.279814545358369
"1087","single_louvain",55,13,0.254665414413679
"1088","single_louvain",55,15,0.248058830365432
"1089","single_louvain",55,16,0.296329211969742
"1090","single_louvain",55,15,0.269483669258406
"1091","single_louvain",55,13,0.264991147304869
"1092","single_louvain",55,16,0.270807550163769
"1093","single_louvain",55,15,0.266124937253337
"1094","single_louvain",55,15,0.272423156958826
"1095","single_louvain",55,17,0.304094833436376
"1096","single_louvain",55,15,0.262297056024719
"1097","single_louvain",55,17,0.289335057287595
"1098","single_louvain",55,15,0.274357080074955
"1099","single_louvain",55,14,0.256174914362441
"1100","single_louvain",55,15,0.271145156303547
"1101","single_louvain",55,16,0.277710987130065
"1102","single_louvain",55,15,0.290755412830031
"1103","single_louvain",55,14,0.25264844945574
"1104","single_louvain",55,16,0.299750864683523
"1105","single_louvain",55,17,0.303549420484504
"1106","single_louvain",55,16,0.288345534517036
"1107","single_louvain",55,15,0.309013564133994
"1108","single_louvain",55,15,0.285059197082239
"1109","single_louvain",55,15,0.281442492362991
"1110","single_louvain",55,16,0.282542514578513
"1111","cons_louvain",55,40,0.418386001141768
"1112","single_louvain",60,16,0.205966802564211
"1113","single_louvain",60,16,0.229382576943538
"1114","single_louvain",60,15,0.207804451224811
"1115","single_louvain",60,17,0.222003991155324
"1116","single_louvain",60,11,0.17907417584426
"1117","single_louvain",60,16,0.204975148981864
"1118","single_louvain",60,13,0.191009096154139
"1119","single_louvain",60,12,0.185407112194533
"1120","single_louvain",60,13,0.168112668921266
"1121","single_louvain",60,15,0.210443269492472
"1122","single_louvain",60,15,0.199835358728011
"1123","single_louvain",60,17,0.215305947900869
"1124","single_louvain",60,13,0.179562152310418
"1125","single_louvain",60,14,0.207147680577327
"1126","single_louvain",60,17,0.224493799082486
"1127","single_louvain",60,13,0.187636555518148
"1128","single_louvain",60,14,0.19766984148397
"1129","single_louvain",60,12,0.166853954730259
"1130","single_louvain",60,16,0.236075575585197
"1131","single_louvain",60,16,0.220453220236838
"1132","single_louvain",60,15,0.205998610274791
"1133","single_louvain",60,16,0.221938817202749
"1134","single_louvain",60,17,0.216479373782206
"1135","single_louvain",60,15,0.207200905583648
"1136","single_louvain",60,15,0.205496638402845
"1137","single_louvain",60,11,0.166154500767966
"1138","single_louvain",60,16,0.226173876731101
"1139","single_louvain",60,17,0.23339818948503
"1140","single_louvain",60,14,0.206789124070918
"1141","single_louvain",60,16,0.238403624859313
"1142","single_louvain",60,14,0.182149233747833
"1143","single_louvain",60,11,0.173159124527346
"1144","single_louvain",60,17,0.209890304336709
"1145","single_louvain",60,15,0.206349877892545
"1146","single_louvain",60,16,0.210255202068551
"1147","single_louvain",60,15,0.217279323913596
"1148","single_louvain",60,15,0.200348749161026
"1149","single_louvain",60,15,0.222420328153085
"1150","single_louvain",60,15,0.220751012799414
"1151","single_louvain",60,16,0.234109597753011
"1152","single_louvain",60,12,0.188103742569702
"1153","single_louvain",60,14,0.201651739713367
"1154","single_louvain",60,17,0.232088595146727
"1155","single_louvain",60,15,0.229792705636966
"1156","single_louvain",60,12,0.186314226678092
"1157","single_louvain",60,17,0.251027119029552
"1158","single_louvain",60,16,0.236517857596699
"1159","single_louvain",60,15,0.225064813610819
"1160","single_louvain",60,15,0.209294115888917
"1161","single_louvain",60,16,0.218210223753035
"1162","single_louvain",60,16,0.226100144086581
"1163","single_louvain",60,12,0.208046085769716
"1164","single_louvain",60,16,0.215194507988187
"1165","single_louvain",60,17,0.226154461257016
"1166","single_louvain",60,14,0.203060272205239
"1167","single_louvain",60,16,0.221548964608924
"1168","single_louvain",60,20,0.240513383501915
"1169","single_louvain",60,16,0.21747956788576
"1170","single_louvain",60,15,0.20280952656581
"1171","single_louvain",60,15,0.213251376937137
"1172","single_louvain",60,16,0.19345159161933
"1173","single_louvain",60,16,0.214981232345674
"1174","single_louvain",60,15,0.192387500627825
"1175","single_louvain",60,13,0.209944724241259
"1176","single_louvain",60,16,0.223747376266244
"1177","single_louvain",60,18,0.25086172138623
"1178","single_louvain",60,12,0.175623273423067
"1179","single_louvain",60,17,0.226958272475513
"1180","single_louvain",60,14,0.195797626744466
"1181","single_louvain",60,14,0.229492649963803
"1182","single_louvain",60,11,0.167264444319545
"1183","single_louvain",60,18,0.208529429715205
"1184","single_louvain",60,14,0.194797554934535
"1185","single_louvain",60,16,0.214186783418168
"1186","single_louvain",60,13,0.194844054824074
"1187","single_louvain",60,18,0.239602951393586
"1188","single_louvain",60,16,0.227169552590143
"1189","single_louvain",60,15,0.200792648282539
"1190","single_louvain",60,15,0.240402238902437
"1191","single_louvain",60,16,0.22327768186539
"1192","single_louvain",60,16,0.215912621071727
"1193","single_louvain",60,16,0.2143514750129
"1194","single_louvain",60,12,0.174196263543155
"1195","single_louvain",60,13,0.215551341940195
"1196","single_louvain",60,14,0.220457776486485
"1197","single_louvain",60,12,0.176115414995288
"1198","single_louvain",60,18,0.259553287208263
"1199","single_louvain",60,16,0.216875553588203
"1200","single_louvain",60,16,0.218100259305908
"1201","single_louvain",60,15,0.230424623261085
"1202","single_louvain",60,16,0.199693059105734
"1203","single_louvain",60,16,0.1999157559627
"1204","single_louvain",60,16,0.210347894345261
"1205","single_louvain",60,16,0.2215261846275
"1206","single_louvain",60,12,0.177534821819938
"1207","single_louvain",60,16,0.206864903960997
"1208","single_louvain",60,15,0.204181688203135
"1209","single_louvain",60,15,0.207949272015402
"1210","single_louvain",60,17,0.221923452229888
"1211","single_louvain",60,15,0.204630526638287
"1212","cons_louvain",60,40,0.317680796237547
"1213","single_louvain",65,15,0.170299635182431
"1214","single_louvain",65,14,0.155204527369791
"1215","single_louvain",65,17,0.185498419022576
"1216","single_louvain",65,12,0.133719963275415
"1217","single_louvain",65,14,0.148013045263782
"1218","single_louvain",65,17,0.17041443696882
"1219","single_louvain",65,16,0.168012002538027
"1220","single_louvain",65,14,0.18119802063785
"1221","single_louvain",65,16,0.162293608432328
"1222","single_louvain",65,14,0.155204612850012
"1223","single_louvain",65,15,0.157982926999113
"1224","single_louvain",65,14,0.159104417806732
"1225","single_louvain",65,10,0.123159873345735
"1226","single_louvain",65,15,0.166304012661273
"1227","single_louvain",65,15,0.161993579078447
"1228","single_louvain",65,15,0.154650224079316
"1229","single_louvain",65,14,0.149073949362664
"1230","single_louvain",65,15,0.169402879703409
"1231","single_louvain",65,15,0.160389339703446
"1232","single_louvain",65,16,0.166095603423758
"1233","single_louvain",65,14,0.150784547698313
"1234","single_louvain",65,16,0.172475221212981
"1235","single_louvain",65,15,0.166087154799901
"1236","single_louvain",65,17,0.183878681987105
"1237","single_louvain",65,17,0.187858101411036
"1238","single_louvain",65,14,0.161382135845655
"1239","single_louvain",65,13,0.148239208870886
"1240","single_louvain",65,14,0.149563353613019
"1241","single_louvain",65,13,0.145205551748209
"1242","single_louvain",65,15,0.1695204645548
"1243","single_louvain",65,15,0.17587758763623
"1244","single_louvain",65,13,0.158462790375524
"1245","single_louvain",65,14,0.144845480994122
"1246","single_louvain",65,16,0.169296737444641
"1247","single_louvain",65,15,0.163252539615876
"1248","single_louvain",65,12,0.139052856467163
"1249","single_louvain",65,15,0.161113417682839
"1250","single_louvain",65,14,0.136984342526348
"1251","single_louvain",65,12,0.153238729689434
"1252","single_louvain",65,17,0.178503408418694
"1253","single_louvain",65,15,0.160857366546395
"1254","single_louvain",65,16,0.185742403396231
"1255","single_louvain",65,14,0.154157652879892
"1256","single_louvain",65,13,0.130531486870708
"1257","single_louvain",65,15,0.151026897384645
"1258","single_louvain",65,15,0.170087962568954
"1259","single_louvain",65,12,0.142423019085504
"1260","single_louvain",65,14,0.157397272379778
"1261","single_louvain",65,14,0.144583698892719
"1262","single_louvain",65,14,0.156827284098168
"1263","single_louvain",65,12,0.145337999677169
"1264","single_louvain",65,15,0.157200532567664
"1265","single_louvain",65,16,0.168773159226146
"1266","single_louvain",65,16,0.166420236822012
"1267","single_louvain",65,16,0.155546304934939
"1268","single_louvain",65,15,0.15852042619149
"1269","single_louvain",65,17,0.183623451606886
"1270","single_louvain",65,16,0.175992098723398
"1271","single_louvain",65,13,0.135663266047172
"1272","single_louvain",65,14,0.149960749292232
"1273","single_louvain",65,18,0.181047140935304
"1274","single_louvain",65,11,0.123709588559941
"1275","single_louvain",65,16,0.169075589262177
"1276","single_louvain",65,13,0.1502003772487
"1277","single_louvain",65,16,0.16979493821238
"1278","single_louvain",65,15,0.168187564861114
"1279","single_louvain",65,15,0.168759985152386
"1280","single_louvain",65,15,0.15174058571101
"1281","single_louvain",65,17,0.179339257471549
"1282","single_louvain",65,15,0.160450029863813
"1283","single_louvain",65,16,0.158768656908083
"1284","single_louvain",65,15,0.166203783958633
"1285","single_louvain",65,18,0.170115697642221
"1286","single_louvain",65,17,0.171415180748236
"1287","single_louvain",65,13,0.169736921439625
"1288","single_louvain",65,16,0.155491483603059
"1289","single_louvain",65,13,0.155671242346993
"1290","single_louvain",65,16,0.182241669157857
"1291","single_louvain",65,15,0.165140553435569
"1292","single_louvain",65,12,0.136834564383565
"1293","single_louvain",65,17,0.180049608065032
"1294","single_louvain",65,17,0.175517205634709
"1295","single_louvain",65,13,0.1451256479645
"1296","single_louvain",65,16,0.172564459667284
"1297","single_louvain",65,15,0.162650187653304
"1298","single_louvain",65,16,0.17725642173649
"1299","single_louvain",65,17,0.184682645383262
"1300","single_louvain",65,17,0.170605482831579
"1301","single_louvain",65,18,0.178047170925832
"1302","single_louvain",65,16,0.174881577553742
"1303","single_louvain",65,15,0.155664971871647
"1304","single_louvain",65,11,0.133926402744943
"1305","single_louvain",65,16,0.176407095417683
"1306","single_louvain",65,16,0.175677333205682
"1307","single_louvain",65,15,0.172076497617956
"1308","single_louvain",65,17,0.171054131543106
"1309","single_louvain",65,15,0.156234240531668
"1310","single_louvain",65,16,0.17471087416066
"1311","single_louvain",65,15,0.163015400832676
"1312","single_louvain",65,16,0.164908223570794
"1313","cons_louvain",65,48,0.267944777857149
"1314","single_louvain",70,18,0.144265660573823
"1315","single_louvain",70,16,0.144372329446293
"1316","single_louvain",70,15,0.146173451693673
"1317","single_louvain",70,19,0.146479179181562
