"","method","mu","nc","value"
"1318","single_louvain",70,15,0.137175623048762
"1319","single_louvain",70,18,0.141279570743691
"1320","single_louvain",70,17,0.157514902460374
"1321","single_louvain",70,18,0.145827915622681
"1322","single_louvain",70,18,0.145986496911632
"1323","single_louvain",70,18,0.133529749930316
"1324","single_louvain",70,13,0.108835301865222
"1325","single_louvain",70,17,0.14851308588429
"1326","single_louvain",70,15,0.121269278539811
"1327","single_louvain",70,19,0.151677131261066
"1328","single_louvain",70,18,0.150033255188152
"1329","single_louvain",70,14,0.125703501328774
"1330","single_louvain",70,16,0.130262655555182
"1331","single_louvain",70,16,0.126913095870416
"1332","single_louvain",70,18,0.1474258586778
"1333","single_louvain",70,17,0.145055169905613
"1334","single_louvain",70,18,0.14984176822579
"1335","single_louvain",70,14,0.124095793817242
"1336","single_louvain",70,16,0.129080367912
"1337","single_louvain",70,14,0.119559486249279
"1338","single_louvain",70,19,0.160978444398181
"1339","single_louvain",70,15,0.125000483582256
"1340","single_louvain",70,17,0.148036431326197
"1341","single_louvain",70,18,0.148642682024993
"1342","single_louvain",70,16,0.129972485970099
"1343","single_louvain",70,21,0.168524481404755
"1344","single_louvain",70,18,0.145837673676313
"1345","single_louvain",70,16,0.126375761616744
"1346","single_louvain",70,18,0.155101946358981
"1347","single_louvain",70,16,0.131758285809234
"1348","single_louvain",70,18,0.152701807210821
"1349","single_louvain",70,16,0.13408421827261
"1350","single_louvain",70,17,0.143280472196349
"1351","single_louvain",70,21,0.17222819309497
"1352","single_louvain",70,17,0.14033247663401
"1353","single_louvain",70,19,0.146798671435781
"1354","single_louvain",70,13,0.108234341467758
"1355","single_louvain",70,18,0.157009936871082
"1356","single_louvain",70,17,0.149466952269678
"1357","single_louvain",70,16,0.130114735382254
"1358","single_louvain",70,15,0.13030223713849
"1359","single_louvain",70,18,0.156701184112643
"1360","single_louvain",70,18,0.145051891643579
"1361","single_louvain",70,17,0.140102109651848
"1362","single_louvain",70,20,0.167905592930765
"1363","single_louvain",70,17,0.14400000260899
"1364","single_louvain",70,18,0.143415806231752
"1365","single_louvain",70,18,0.148022265698136
"1366","single_louvain",70,17,0.13815956992844
"1367","single_louvain",70,16,0.134687413693296
"1368","single_louvain",70,15,0.127673512798688
"1369","single_louvain",70,14,0.123591381093656
"1370","single_louvain",70,16,0.129736870953481
"1371","single_louvain",70,15,0.128903518705981
"1372","single_louvain",70,18,0.147369427176295
"1373","single_louvain",70,17,0.142664330052453
"1374","single_louvain",70,19,0.1560976980576
"1375","single_louvain",70,20,0.154146085128179
"1376","single_louvain",70,17,0.144301996000993
"1377","single_louvain",70,18,0.145487846543601
"1378","single_louvain",70,16,0.130863487414572
"1379","single_louvain",70,16,0.135190204908716
"1380","single_louvain",70,16,0.135820783704155
"1381","single_louvain",70,17,0.139982209828462
"1382","single_louvain",70,17,0.132218336381841
"1383","single_louvain",70,16,0.141303262258412
"1384","single_louvain",70,17,0.140970482943476
"1385","single_louvain",70,18,0.143131654176852
"1386","single_louvain",70,18,0.138933688955156
"1387","single_louvain",70,15,0.131795815415376
"1388","single_louvain",70,16,0.128402981779339
"1389","single_louvain",70,15,0.130332257118259
"1390","single_louvain",70,18,0.148115258238792
"1391","single_louvain",70,16,0.139650466463506
"1392","single_louvain",70,17,0.134419080397804
"1393","single_louvain",70,16,0.127419122384506
"1394","single_louvain",70,16,0.129957833302325
"1395","single_louvain",70,15,0.13002243338799
"1396","single_louvain",70,17,0.144262116628956
"1397","single_louvain",70,20,0.169638779247714
"1398","single_louvain",70,17,0.143390647675473
"1399","single_louvain",70,16,0.127992818791965
"1400","single_louvain",70,15,0.121182706160404
"1401","single_louvain",70,14,0.112889159618642
"1402","single_louvain",70,15,0.118060975855176
"1403","single_louvain",70,15,0.132887418895897
"1404","single_louvain",70,15,0.120918514509504
"1405","single_louvain",70,14,0.112885210721351
"1406","single_louvain",70,18,0.143030125394551
"1407","single_louvain",70,18,0.141532870488308
"1408","single_louvain",70,13,0.1020875982172
"1409","single_louvain",70,14,0.12598834265887
"1410","single_louvain",70,16,0.131516551770604
"1411","single_louvain",70,14,0.11862902499362
"1412","single_louvain",70,18,0.150365295461987
"1413","single_louvain",70,16,0.1226098229777
"1414","cons_louvain",70,47,0.226373381426009
"1415","single_louvain",75,16,0.118081576820385
"1416","single_louvain",75,14,0.113527031131929
"1417","single_louvain",75,16,0.120864226593468
"1418","single_louvain",75,13,0.0976599093473988
"1419","single_louvain",75,14,0.11456644926731
"1420","single_louvain",75,16,0.116535963959635
"1421","single_louvain",75,12,0.0857902148453021
"1422","single_louvain",75,17,0.130774362690276
"1423","single_louvain",75,16,0.120166324497569
"1424","single_louvain",75,16,0.127379570135756
"1425","single_louvain",75,15,0.116709616040514
"1426","single_louvain",75,15,0.116749946727659
"1427","single_louvain",75,11,0.0926036616770169
"1428","single_louvain",75,14,0.10894970990333
"1429","single_louvain",75,11,0.0897463961357253
"1430","single_louvain",75,12,0.0942526563682339
"1431","single_louvain",75,15,0.11653443281068
"1432","single_louvain",75,13,0.0971700993845714
"1433","single_louvain",75,16,0.117617271175783
"1434","single_louvain",75,11,0.0920855005061884
"1435","single_louvain",75,14,0.117655517019537
"1436","single_louvain",75,15,0.121435101834697
"1437","single_louvain",75,15,0.116761034653423
"1438","single_louvain",75,15,0.117061522216225
"1439","single_louvain",75,11,0.0938827655958266
"1440","single_louvain",75,11,0.0902066268490628
"1441","single_louvain",75,14,0.110619929684757
"1442","single_louvain",75,13,0.106180580074552
"1443","single_louvain",75,13,0.0979723243674061
"1444","single_louvain",75,16,0.108583807498622
"1445","single_louvain",75,16,0.13706059418492
"1446","single_louvain",75,14,0.115830356892338
"1447","single_louvain",75,15,0.115177344118845
"1448","single_louvain",75,17,0.136169601792387
"1449","single_louvain",75,16,0.125930021951616
"1450","single_louvain",75,16,0.123998766419275
"1451","single_louvain",75,16,0.12452384283516
"1452","single_louvain",75,17,0.133592317602915
"1453","single_louvain",75,14,0.105913276537925
"1454","single_louvain",75,17,0.135404859500148
"1455","single_louvain",75,14,0.108563559858215
"1456","single_louvain",75,17,0.143416172005248
"1457","single_louvain",75,17,0.119515421165474
"1458","single_louvain",75,15,0.110093441955754
"1459","single_louvain",75,14,0.106838933842689
"1460","single_louvain",75,15,0.120103188226308
"1461","single_louvain",75,12,0.102963099297361
"1462","single_louvain",75,12,0.0991210619367854
"1463","single_louvain",75,16,0.130708697918836
"1464","single_louvain",75,17,0.12129516168596
"1465","single_louvain",75,14,0.112421900160873
"1466","single_louvain",75,16,0.115747563402308
"1467","single_louvain",75,13,0.102669009660612
"1468","single_louvain",75,16,0.125068596256439
"1469","single_louvain",75,16,0.116838120284761
"1470","single_louvain",75,16,0.122024291819814
"1471","single_louvain",75,14,0.110428923363282
"1472","single_louvain",75,13,0.0979428084755765
"1473","single_louvain",75,12,0.0854811209921231
"1474","single_louvain",75,15,0.113525557883053
"1475","single_louvain",75,15,0.105242622222453
"1476","single_louvain",75,15,0.114472376530888
"1477","single_louvain",75,15,0.122259349449199
"1478","single_louvain",75,14,0.110558086842298
"1479","single_louvain",75,11,0.0826605639095618
"1480","single_louvain",75,14,0.116263673851776
"1481","single_louvain",75,17,0.136538346214329
"1482","single_louvain",75,16,0.121332049487462
"1483","single_louvain",75,12,0.099926268824623
"1484","single_louvain",75,11,0.0911856980327164
"1485","single_louvain",75,17,0.116704366085978
"1486","single_louvain",75,14,0.106658692066556
"1487","single_louvain",75,15,0.114769906923491
"1488","single_louvain",75,18,0.134402935662056
"1489","single_louvain",75,18,0.135002174397998
"1490","single_louvain",75,16,0.125854058850433
"1491","single_louvain",75,15,0.113475702430272
"1492","single_louvain",75,16,0.131149054422566
"1493","single_louvain",75,15,0.112987607914915
"1494","single_louvain",75,15,0.115678946525337
"1495","single_louvain",75,16,0.116516800736691
"1496","single_louvain",75,13,0.0993377522968967
"1497","single_louvain",75,16,0.125790693957085
"1498","single_louvain",75,15,0.122349150172118
"1499","single_louvain",75,16,0.124247946842509
"1500","single_louvain",75,13,0.101168944004628
"1501","single_louvain",75,16,0.123962444477564
"1502","single_louvain",75,16,0.126047383513471
"1503","single_louvain",75,15,0.111089105827099
"1504","single_louvain",75,13,0.101744348044746
"1505","single_louvain",75,13,0.0989752454137404
"1506","single_louvain",75,17,0.1301900621026
"1507","single_louvain",75,13,0.112727011976898
"1508","single_louvain",75,12,0.0999425567810346
"1509","single_louvain",75,15,0.116957171263845
"1510","single_louvain",75,14,0.102762975146261
"1511","single_louvain",75,14,0.109842711513995
"1512","single_louvain",75,12,0.0902371097116496
"1513","single_louvain",75,15,0.115355684977896
"1514","single_louvain",75,14,0.114157968332508
"1515","cons_louvain",75,51,0.225229268628883
"1516","single_louvain",80,16,0.10982706778135
"1517","single_louvain",80,15,0.109698514649063
"1518","single_louvain",80,14,0.107396842661074
"1519","single_louvain",80,14,0.101705530380072
"1520","single_louvain",80,14,0.102984931835721
"1521","single_louvain",80,15,0.0988072284815505
"1522","single_louvain",80,15,0.108467644717292
"1523","single_louvain",80,17,0.12934640229929
"1524","single_louvain",80,15,0.111108408967883
"1525","single_louvain",80,16,0.116983628671406
"1526","single_louvain",80,13,0.100554314540262
"1527","single_louvain",80,15,0.114410242846907
"1528","single_louvain",80,16,0.116001544056395
"1529","single_louvain",80,17,0.124078885746925
"1530","single_louvain",80,17,0.124161744665535
"1531","single_louvain",80,16,0.113000818698668
"1532","single_louvain",80,15,0.113576746018652
"1533","single_louvain",80,13,0.0970641710433135
"1534","single_louvain",80,15,0.105666012142977
"1535","single_louvain",80,12,0.0925225404620741
"1536","single_louvain",80,14,0.100888402483822
"1537","single_louvain",80,16,0.112428739537345
"1538","single_louvain",80,13,0.0970752138165742
"1539","single_louvain",80,17,0.120144513655407
"1540","single_louvain",80,12,0.076974022458086
"1541","single_louvain",80,15,0.10207142938761
"1542","single_louvain",80,13,0.096987653801069
"1543","single_louvain",80,16,0.106691967607387
"1544","single_louvain",80,16,0.11829532348577
"1545","single_louvain",80,16,0.103758414023925
"1546","single_louvain",80,15,0.111409277965642
"1547","single_louvain",80,15,0.104019504300939
"1548","single_louvain",80,15,0.102288209821745
"1549","single_louvain",80,16,0.10971547445091
"1550","single_louvain",80,17,0.122745686500177
"1551","single_louvain",80,13,0.0887092914734807
"1552","single_louvain",80,13,0.0884148621941664
"1553","single_louvain",80,14,0.0933849205865108
"1554","single_louvain",80,14,0.101946617993298
"1555","single_louvain",80,17,0.112600003587828
"1556","single_louvain",80,14,0.096483408687192
"1557","single_louvain",80,15,0.101602557049558
"1558","single_louvain",80,15,0.10067794969722
"1559","single_louvain",80,15,0.104631441805939
"1560","single_louvain",80,16,0.10451203073145
"1561","single_louvain",80,11,0.0818559757483656
"1562","single_louvain",80,16,0.106614427947057
"1563","single_louvain",80,14,0.0987550939729317
"1564","single_louvain",80,15,0.100368976237175
"1565","single_louvain",80,17,0.11861186610281
"1566","single_louvain",80,16,0.113736209731314
"1567","single_louvain",80,14,0.10198777806757
"1568","single_louvain",80,14,0.0947471468901655
"1569","single_louvain",80,15,0.106020407666815
"1570","single_louvain",80,17,0.113785685626959
"1571","single_louvain",80,13,0.0950542866753692
"1572","single_louvain",80,18,0.125482765435919
"1573","single_louvain",80,16,0.111847496794504
"1574","single_louvain",80,18,0.125419717462433
"1575","single_louvain",80,15,0.108520372918129
"1576","single_louvain",80,12,0.0855120881616039
"1577","single_louvain",80,16,0.113223777552504
"1578","single_louvain",80,15,0.112038988209347
"1579","single_louvain",80,17,0.115559519868692
"1580","single_louvain",80,14,0.101374687837405
"1581","single_louvain",80,14,0.0941058112436702
"1582","single_louvain",80,16,0.114257463382783
"1583","single_louvain",80,14,0.0903650332239479
"1584","single_louvain",80,12,0.0812911493132772
"1585","single_louvain",80,14,0.0930505833362599
"1586","single_louvain",80,16,0.101048424381582
"1587","single_louvain",80,12,0.0784907344785811
"1588","single_louvain",80,17,0.119840371999788
"1589","single_louvain",80,18,0.128589960433903
"1590","single_louvain",80,12,0.0822159948880967
"1591","single_louvain",80,13,0.0946114448099725
"1592","single_louvain",80,15,0.11400103971409
"1593","single_louvain",80,17,0.116955879627622
"1594","single_louvain",80,13,0.104361980054486
"1595","single_louvain",80,15,0.117836064009786
"1596","single_louvain",80,13,0.0949789464783355
"1597","single_louvain",80,16,0.117144629202418
"1598","single_louvain",80,19,0.142537329999357
"1599","single_louvain",80,16,0.112642467812204
"1600","single_louvain",80,13,0.0997326241385563
"1601","single_louvain",80,12,0.0890405054556729
"1602","single_louvain",80,15,0.105782200619011
"1603","single_louvain",80,14,0.103998830520225
"1604","single_louvain",80,17,0.115469511418046
"1605","single_louvain",80,15,0.11953448244841
"1606","single_louvain",80,15,0.0937052174184538
"1607","single_louvain",80,15,0.106063533940928
"1608","single_louvain",80,18,0.130752479321321
"1609","single_louvain",80,17,0.116858644736304
"1610","single_louvain",80,13,0.0901890808591807
"1611","single_louvain",80,13,0.0883094086747328
"1612","single_louvain",80,13,0.0945356150332893
"1613","single_louvain",80,14,0.105834365880242
"1614","single_louvain",80,14,0.0941048364193076
"1615","single_louvain",80,15,0.10598617109143
"1616","cons_louvain",80,57,0.232359859462357
"1617","single_louvain",85,17,0.114335847027533
"1618","single_louvain",85,15,0.098121961812698
"1619","single_louvain",85,17,0.112273292413775
"1620","single_louvain",85,15,0.0882628527014114
"1621","single_louvain",85,17,0.113549806870101
"1622","single_louvain",85,12,0.0794782754982519
"1623","single_louvain",85,15,0.0958069777709067
"1624","single_louvain",85,15,0.0956147148942674
"1625","single_louvain",85,12,0.0746337125848321
"1626","single_louvain",85,16,0.102199142808476
"1627","single_louvain",85,16,0.0978216192117955
"1628","single_louvain",85,11,0.0731109692277603
"1629","single_louvain",85,17,0.114667148961467
"1630","single_louvain",85,17,0.104460911521798
"1631","single_louvain",85,14,0.0948890058150179
"1632","single_louvain",85,16,0.105072818255015
"1633","single_louvain",85,18,0.120343780702203
"1634","single_louvain",85,16,0.1055661892786
"1635","single_louvain",85,11,0.0741349693351501
"1636","single_louvain",85,16,0.103962389243594
"1637","single_louvain",85,18,0.115553001592081
"1638","single_louvain",85,18,0.115439693001564
"1639","single_louvain",85,16,0.0969481407456553
"1640","single_louvain",85,14,0.0925190186069307
"1641","single_louvain",85,15,0.0972006051821612
"1642","single_louvain",85,17,0.110488062779945
"1643","single_louvain",85,14,0.0931062705666249
"1644","single_louvain",85,16,0.09961808095066
"1645","single_louvain",85,12,0.0804583199922501
"1646","single_louvain",85,14,0.0895248919616783
"1647","single_louvain",85,16,0.111920901732774
"1648","single_louvain",85,15,0.100707380770569
"1649","single_louvain",85,15,0.0939084182850738
"1650","single_louvain",85,13,0.0896836736133123
"1651","single_louvain",85,16,0.109708619586027
"1652","single_louvain",85,16,0.105662842713746
"1653","single_louvain",85,15,0.0946830979498526
"1654","single_louvain",85,14,0.0943990977434485
"1655","single_louvain",85,15,0.101331219561308
"1656","single_louvain",85,13,0.0815848939794238
"1657","single_louvain",85,15,0.0982427639618145
"1658","single_louvain",85,16,0.0950588186081568
"1659","single_louvain",85,14,0.0875091330301406
"1660","single_louvain",85,14,0.0938432722950721
"1661","single_louvain",85,16,0.0965230017823708
"1662","single_louvain",85,15,0.0986091443315301
"1663","single_louvain",85,16,0.101836219755953
"1664","single_louvain",85,13,0.0919715222371144
"1665","single_louvain",85,13,0.088919926164908
"1666","single_louvain",85,15,0.0925875829655011
"1667","single_louvain",85,13,0.091436390216525
"1668","single_louvain",85,15,0.106565744875858
"1669","single_louvain",85,15,0.0949973361706052
"1670","single_louvain",85,15,0.101534938994302
"1671","single_louvain",85,17,0.106029328444894
"1672","single_louvain",85,15,0.102520968853
"1673","single_louvain",85,14,0.0910076395088538
"1674","single_louvain",85,16,0.104375044453355
"1675","single_louvain",85,15,0.0990930804148519
"1676","single_louvain",85,14,0.0937586538587515
"1677","single_louvain",85,14,0.092498375507424
"1678","single_louvain",85,16,0.09882178246178
"1679","single_louvain",85,17,0.113078091702907
"1680","single_louvain",85,15,0.101374477765247
"1681","single_louvain",85,15,0.0921391388766255
"1682","single_louvain",85,15,0.0961972279012741
"1683","single_louvain",85,16,0.104882816498353
"1684","single_louvain",85,13,0.0870556018680713
"1685","single_louvain",85,13,0.0820707659057358
"1686","single_louvain",85,14,0.0924969485815471
"1687","single_louvain",85,13,0.0850525348539948
"1688","single_louvain",85,16,0.111296473531249
"1689","single_louvain",85,12,0.0803216034592522
"1690","single_louvain",85,16,0.109644575264196
"1691","single_louvain",85,15,0.0975245733296647
"1692","single_louvain",85,13,0.0834216195440217
"1693","single_louvain",85,13,0.0863270362676172
"1694","single_louvain",85,14,0.0940487755538802
"1695","single_louvain",85,14,0.0906391548265081
"1696","single_louvain",85,15,0.0959062430370995
"1697","single_louvain",85,15,0.0934810027695248
"1698","single_louvain",85,15,0.0982955073383823
"1699","single_louvain",85,16,0.102616343541516
"1700","single_louvain",85,12,0.082255105279929
"1701","single_louvain",85,16,0.100070473049743
"1702","single_louvain",85,16,0.109389479233114
"1703","single_louvain",85,17,0.10812432639357
"1704","single_louvain",85,10,0.0623751264935025
"1705","single_louvain",85,17,0.111490145088969
"1706","single_louvain",85,14,0.0952530408997629
"1707","single_louvain",85,14,0.0966417522137089
"1708","single_louvain",85,13,0.0956979827773782
"1709","single_louvain",85,17,0.103776753882147
"1710","single_louvain",85,16,0.107382975856683
"1711","single_louvain",85,14,0.0922008343195763
"1712","single_louvain",85,15,0.0892607881987315
"1713","single_louvain",85,13,0.0836829987241824
"1714","single_louvain",85,14,0.0855894419707544
"1715","single_louvain",85,15,0.103608332705278
"1716","single_louvain",85,17,0.105283631174433
"1717","cons_louvain",85,54,0.223903021408933
"1718","single_louvain",90,15,0.089805018688849
"1719","single_louvain",90,17,0.107312044134147
"1720","single_louvain",90,17,0.112811972578077
"1721","single_louvain",90,16,0.0929705664818978
"1722","single_louvain",90,12,0.078203054692805
"1723","single_louvain",90,12,0.0760842946072401
"1724","single_louvain",90,11,0.0707674715545005
"1725","single_louvain",90,17,0.100242299902082
"1726","single_louvain",90,13,0.0745373775110337
"1727","single_louvain",90,15,0.0875607567253709
"1728","single_louvain",90,17,0.104562766457598
"1729","single_louvain",90,15,0.0868791258190465
"1730","single_louvain",90,16,0.105341181722098
"1731","single_louvain",90,16,0.0880563376419723
"1732","single_louvain",90,12,0.0690312029387891
"1733","single_louvain",90,12,0.0666937074080313
"1734","single_louvain",90,14,0.0863099258152401
"1735","single_louvain",90,15,0.0949339774515213
"1736","single_louvain",90,16,0.100946387411028
"1737","single_louvain",90,12,0.0773742553168695
"1738","single_louvain",90,14,0.0859606361951571
"1739","single_louvain",90,12,0.0697158755619914
"1740","single_louvain",90,14,0.0837318275222788
"1741","single_louvain",90,14,0.0798334872953993
"1742","single_louvain",90,15,0.0944874927209924
"1743","single_louvain",90,11,0.0594989839292104
"1744","single_louvain",90,14,0.0856037818034174
"1745","single_louvain",90,13,0.0867337503024863
"1746","single_louvain",90,12,0.0757847981408402
"1747","single_louvain",90,15,0.093392234580264
"1748","single_louvain",90,11,0.0633145166378496
"1749","single_louvain",90,16,0.101891204695558
"1750","single_louvain",90,16,0.0949890245444912
"1751","single_louvain",90,16,0.099501913657792
"1752","single_louvain",90,13,0.0742023050783305
"1753","single_louvain",90,12,0.0806035666178901
"1754","single_louvain",90,16,0.101083736948889
"1755","single_louvain",90,15,0.0946762720557469
"1756","single_louvain",90,16,0.109277751276314
"1757","single_louvain",90,15,0.093496724342024
"1758","single_louvain",90,15,0.0952026863219225
"1759","single_louvain",90,15,0.0942556438894572
"1760","single_louvain",90,17,0.106191499444904
"1761","single_louvain",90,15,0.0903735670151942
"1762","single_louvain",90,17,0.107290712587783
"1763","single_louvain",90,15,0.0885561913339421
"1764","single_louvain",90,14,0.0812245426689551
"1765","single_louvain",90,15,0.0901101661644745
"1766","single_louvain",90,16,0.0932518398986788
"1767","single_louvain",90,15,0.0884639482133601
"1768","single_louvain",90,13,0.08897171027227
"1769","single_louvain",90,14,0.0792452087984973
"1770","single_louvain",90,13,0.0747499454073462
"1771","single_louvain",90,13,0.0719694581380243
"1772","single_louvain",90,16,0.0975953111013986
"1773","single_louvain",90,14,0.0841292085659737
"1774","single_louvain",90,17,0.104340223374012
"1775","single_louvain",90,16,0.0970776442441251
"1776","single_louvain",90,13,0.0767520710355947
"1777","single_louvain",90,15,0.0861161620093024
"1778","single_louvain",90,14,0.0914025839517267
"1779","single_louvain",90,14,0.0806004581425916
"1780","single_louvain",90,14,0.0898962936956484
"1781","single_louvain",90,15,0.0773154570444439
"1782","single_louvain",90,14,0.09470458096404
"1783","single_louvain",90,13,0.0755715964000498
"1784","single_louvain",90,11,0.0617277322483868
"1785","single_louvain",90,13,0.0752348717031853
"1786","single_louvain",90,15,0.0854874582691815
"1787","single_louvain",90,15,0.0926125152789703
"1788","single_louvain",90,15,0.0986303587174116
"1789","single_louvain",90,15,0.0922512277960162
"1790","single_louvain",90,15,0.0910330557474922
"1791","single_louvain",90,14,0.0858822229485994
"1792","single_louvain",90,14,0.0866540735956714
"1793","single_louvain",90,17,0.102629896828931
"1794","single_louvain",90,15,0.0933432752097432
"1795","single_louvain",90,14,0.0946876547977181
"1796","single_louvain",90,18,0.101204502470538
"1797","single_louvain",90,14,0.0810216623675083
"1798","single_louvain",90,16,0.1009647902972
"1799","single_louvain",90,13,0.0749483360094579
"1800","single_louvain",90,16,0.10352953501375
"1801","single_louvain",90,14,0.0846245881277927
"1802","single_louvain",90,13,0.0927297589549514
"1803","single_louvain",90,16,0.0976520395122089
"1804","single_louvain",90,14,0.0936668581104646
"1805","single_louvain",90,17,0.0996786207564434
"1806","single_louvain",90,16,0.0929886147824088
"1807","single_louvain",90,16,0.100771401767131
"1808","single_louvain",90,15,0.0973854958307409
"1809","single_louvain",90,14,0.0894433448144073
"1810","single_louvain",90,14,0.095353472089927
"1811","single_louvain",90,14,0.0833793759730354
"1812","single_louvain",90,17,0.10090738056977
"1813","single_louvain",90,12,0.0716129906537603
"1814","single_louvain",90,13,0.0668915386122259
"1815","single_louvain",90,17,0.0990813667139704
"1816","single_louvain",90,18,0.111830402882885
"1817","single_louvain",90,16,0.105192079711001
"1818","cons_louvain",90,52,0.216096601092189
"1819","single_louvain",95,15,0.0941448043804965
"1820","single_louvain",95,13,0.0824518767848189
"1821","single_louvain",95,16,0.0891156849634675
"1822","single_louvain",95,15,0.0827866411250482
"1823","single_louvain",95,15,0.0895798371405018
"1824","single_louvain",95,16,0.0964216156004124
"1825","single_louvain",95,17,0.103824670845585
"1826","single_louvain",95,16,0.0999072504809198
"1827","single_louvain",95,17,0.103506861975412
"1828","single_louvain",95,16,0.0977343782740982
"1829","single_louvain",95,17,0.104452547097732
"1830","single_louvain",95,16,0.0913086815065538
"1831","single_louvain",95,14,0.0886811561828356
"1832","single_louvain",95,16,0.0986063653310412
"1833","single_louvain",95,16,0.0966617385001403
"1834","single_louvain",95,15,0.0806964512089828
"1835","single_louvain",95,16,0.0970881509975836
"1836","single_louvain",95,17,0.0931362802013584
"1837","single_louvain",95,15,0.0860957320663596
"1838","single_louvain",95,16,0.088479959543881
"1839","single_louvain",95,14,0.0864918746757551
"1840","single_louvain",95,17,0.0990782702952193
"1841","single_louvain",95,16,0.0949508237740233
"1842","single_louvain",95,16,0.0971320573987528
"1843","single_louvain",95,16,0.096732855104066
"1844","single_louvain",95,15,0.0904735981489169
"1845","single_louvain",95,16,0.0882282402072093
"1846","single_louvain",95,12,0.0690221598268413
"1847","single_louvain",95,15,0.0834283473664853
"1848","single_louvain",95,16,0.0858179765846557
"1849","single_louvain",95,16,0.0945206227449795
"1850","single_louvain",95,14,0.0779315284372228
"1851","single_louvain",95,14,0.0792421370295028
"1852","single_louvain",95,15,0.082659167294869
"1853","single_louvain",95,12,0.0677126168397368
"1854","single_louvain",95,15,0.0872887702955388
"1855","single_louvain",95,12,0.067427799960189
"1856","single_louvain",95,15,0.0858353745836868
"1857","single_louvain",95,13,0.0752801808632907
"1858","single_louvain",95,15,0.0835253762625681
"1859","single_louvain",95,16,0.0934929145594286
"1860","single_louvain",95,18,0.110004524336506
"1861","single_louvain",95,17,0.107686788117328
"1862","single_louvain",95,15,0.091524796961998
"1863","single_louvain",95,15,0.0916206101852482
"1864","single_louvain",95,15,0.0860617333814255
"1865","single_louvain",95,12,0.0717809570021496
"1866","single_louvain",95,16,0.0897444332063723
"1867","single_louvain",95,15,0.0848548161114511
"1868","single_louvain",95,15,0.0923098798028064
"1869","single_louvain",95,16,0.0897126062385388
"1870","single_louvain",95,13,0.0786602805478114
"1871","single_louvain",95,14,0.078042250160043
"1872","single_louvain",95,15,0.084361760231152
"1873","single_louvain",95,17,0.104370028713439
"1874","single_louvain",95,13,0.0855619456317787
"1875","single_louvain",95,17,0.0914967913742558
"1876","single_louvain",95,16,0.0995158072669815
"1877","single_louvain",95,17,0.0972394110830817
"1878","single_louvain",95,15,0.090959553822234
"1879","single_louvain",95,15,0.0856815584668529
"1880","single_louvain",95,17,0.106153131146272
"1881","single_louvain",95,13,0.0816400812708932
"1882","single_louvain",95,13,0.0723995822615075
"1883","single_louvain",95,12,0.0736366376692843
"1884","single_louvain",95,16,0.101228609988065
"1885","single_louvain",95,15,0.0956729416348101
"1886","single_louvain",95,13,0.0815890583260261
"1887","single_louvain",95,12,0.0753861252101987
"1888","single_louvain",95,16,0.0948048046932444
"1889","single_louvain",95,16,0.100463999498328
"1890","single_louvain",95,16,0.0949906590605524
"1891","single_louvain",95,13,0.0825058131745437
"1892","single_louvain",95,14,0.0835748294569428
"1893","single_louvain",95,15,0.0894863165487577
"1894","single_louvain",95,14,0.0884854651179482
"1895","single_louvain",95,15,0.0895124079044336
"1896","single_louvain",95,16,0.0877097521408638
"1897","single_louvain",95,14,0.0825048386015476
"1898","single_louvain",95,12,0.0673589551513405
"1899","single_louvain",95,15,0.089318216701431
"1900","single_louvain",95,15,0.0821640436996504
"1901","single_louvain",95,16,0.101889759029579
"1902","single_louvain",95,16,0.0989804314856494
"1903","single_louvain",95,12,0.0748378584537267
"1904","single_louvain",95,16,0.0931692809215351
"1905","single_louvain",95,16,0.104625040440284
"1906","single_louvain",95,17,0.100620545605739
"1907","single_louvain",95,12,0.071387814680561
"1908","single_louvain",95,15,0.0882479567314456
"1909","single_louvain",95,16,0.0881067007323613
"1910","single_louvain",95,16,0.091954526699143
"1911","single_louvain",95,14,0.0839063145321601
"1912","single_louvain",95,13,0.0758764570611432
"1913","single_louvain",95,12,0.0804888764163172
"1914","single_louvain",95,17,0.0972226172610459
"1915","single_louvain",95,14,0.0812052397403624
"1916","single_louvain",95,13,0.0796260435567974
"1917","single_louvain",95,14,0.0788480541336432
"1918","single_louvain",95,13,0.0846531168159311
"1919","cons_louvain",95,43,0.186105436604531
